,collocation,lemma,rel type,deprel type,count,word 1 count,word 2 count,lemma count,lemma 1 count,lemma 2 count,dice,log-likelihood,translation,tsne_1,tsne_2,origin,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cluster_agglo
1365,медициналық сақтандыру,медициналық сақтандыру,adj-noun,amod-nmod:poss,21,348,90,,,,0.095890411,224.327241,Medical insurance,7.4414744,-9.019399,kk,213.0,213.0,213.0,63.0
1366,аудандық ауруханаға,аудандық аурухана,adj-noun,amod-obl,21,382,273,,,,0.064122137,170.2041317,To the district hospital,-19.4271,-28.953226,kk,214.0,214.0,214.0,43.0
1367,министрінің орынбасары,минист орынбасар,noun-noun,nmod:poss-nsubj,21,60,398,,,,0.091703057,238.5970063,Deputy Minister,-23.605967,-37.700672,kk,215.0,215.0,215.0,43.0
1368,қан тамырларының,қан тамыр,noun-noun,nmod:poss-obl,21,211,106,,,,0.132492114,238.4541179,blood vessels,14.967455,2.4379666,kk,218.0,218.0,218.0,83.0
1369,зейнетақы жинақтарын,зейнетақ жинақ,noun-noun,nmod:poss-obj,21,130,132,,,,0.160305344,250.0671255,Pension savings,-4.5436115,-16.901285,kk,219.0,219.0,219.0,65.0
1370,көпбалалы отбасылардың,көпбалалы отбасы,adj-noun,amod-obl,20,82,153,,,,0.170212766,250.0078115,of large families,4.1573467,-6.740452,kk,220.0,220.0,220.0,63.0
1371,жемқорлықпен күрес,жемқорлық күрес,noun-noun,obl-nsubj,20,284,284,,,,0.070422535,170.564123,Fight against corruption,7.2548537,4.537812,kk,221.0,221.0,221.0,9.0
1372,өңірлік коммуникациялар,өңірлік коммуникация,adj-noun,amod-nmod:poss,20,113,75,,,,0.212765957,267.2748536,Regional communications,4.7735167,-29.230042,kk,222.0,222.0,222.0,18.0
1373,құрама штаттары,құрама штат,noun-noun,nmod:poss-obl,20,146,66,,,,0.188679245,262.1499388,United States,-32.900875,-26.342695,kk,223.0,223.0,223.0,61.0
1374,азаттық тілшісі,азаттық тілші,noun-noun,nmod:poss-appos,20,76,193,,,,0.148698885,243.638638,RFE / RL,-20.1016,6.8125167,kk,224.0,224.0,224.0,36.0
1375,алтай көлгінов,алтай көлгінов,propn-propn,nsubj-flat:name,20,62,27,,,,0.449438202,350.8713352,Altai Kuntykov,-5.6541753,43.355766,kk,225.0,225.0,225.0,47.0
1376,қалалық мәслихат,қалалық мәслихат,noun-noun,nmod:poss-nmod:poss,20,338,119,,,,0.087527352,200.1786495,City maslikhat,-22.787285,-27.89633,kk,226.0,226.0,226.0,43.0
1377,мәжіліс төрағасының,мәжіліс төраға,noun-noun,nmod:poss-nsubj,20,154,337,,,,0.081466395,189.1686357,Chairman of the Majilis,-22.738117,-33.53105,kk,227.0,227.0,227.0,43.0
1378,қорғаныс министрлігі,қорғаныс министрік,noun-noun,nmod:poss-nsubj,20,133,220,,,,0.113314448,213.1536352,Ministry of Defense,7.6845026,-29.850727,kk,228.0,228.0,228.0,18.0
1379,филиалы директорының,филиал директор,noun-noun,nmod:poss-root,20,156,341,,,,0.080482897,188.1328136,the director of the branch,-25.80925,-31.625633,kk,229.0,229.0,229.0,10.0
1380,университет ректоры,университет ректор,noun-noun,nmod:poss-root,20,551,57,,,,0.065789474,214.0234421,University of rector,-27.799286,-32.140137,kk,230.0,230.0,230.0,10.0
1381,ислам дінін,ислам дін,noun-noun,compound-root,20,162,190,,,,0.113636364,210.8462916,Islam religion,-7.3333297,-6.5829334,kk,231.0,231.0,231.0,62.0
1382,геннадий головкин,геннадий головкин,propn-propn,appos-flat:name,20,28,75,,,,0.388349515,339.2556498,Gennady Golovkin,15.792607,47.516705,kk,232.0,232.0,232.0,5.0
1383,уәкілетті орган,уәкілетті орган,adj-noun,amod-obl,20,30,444,,,,0.084388186,258.4767563,Authorized body,-1.4644217,-36.063126,kk,233.0,233.0,233.0,41.0
1384,ғылыми зерттеулер,ғылыми зерттеу,adj-noun,amod-obj,19,362,259,,,,0.061191626,154.1147473,Research,12.676647,-29.084627,kk,234.0,234.0,234.0,18.0
1385,мобильді қосымша,мобильді қосымша,adj-noun,amod-nmod:poss,19,76,351,,,,0.088992974,205.5106224,Mobile application,-8.43351,2.647503,kk,235.0,235.0,235.0,42.0
1386,экспо көрмесі,экспо көрме,propn-noun,nmod:poss-obj,19,58,222,,,,0.135714286,235.62533,Exhibition of EXPO,-9.510443,-32.50472,kk,236.0,236.0,236.0,70.0
1387,табиғи ресурстар,табиғи ресурс,adj-noun,amod-nmod:poss,19,171,121,,,,0.130136986,214.2509545,Natural resources,30.29337,-25.413353,kk,237.0,237.0,237.0,17.0
1388,тауар өндірушінің,тауар өндіруші,noun-noun,compound-nmod:poss,19,272,87,,,,0.105849582,209.6555774,the producer of the producer,20.754055,-29.700966,kk,238.0,238.0,238.0,35.0
1389,парламент сенатының,парламент сенат,noun-noun,nmod:poss-nmod:poss,19,170,62,,,,0.163793103,243.2476816,Senate of the Parliament,-29.0846,-36.28368,kk,239.0,239.0,239.0,71.0
1390,нұр -сұлтан,нұр -сұлтан,propn-propn,compound-flat:name,19,116,19,,,,0.281481481,335.2564211,Nurseultan,-25.426548,27.958275,kk,241.0,241.0,241.0,56.0
1391,өскелең ұрпаққа,өскелең ұрпақ,adj-noun,amod-obj,19,22,253,,,,0.138181818,286.267049,to the younger generation,3.1451573,18.543915,kk,242.0,242.0,242.0,6.0
1392,деректі фильмі,деректі фильм,adj-noun,amod-obl,19,26,182,,,,0.182692308,286.6131127,Documentary movie,26.675468,37.65032,kk,243.0,243.0,243.0,29.0
1393,америка құрама,америка құрама,propn-noun,nmod:poss-nmod:poss,18,87,146,,,,0.154506438,219.8398962,The American national,0.20070283,-48.808994,kk,244.0,244.0,244.0,73.0
1394,мәслихат хатшысы,мәслихат хатшы,noun-noun,nmod:poss-nsubj,18,119,134,,,,0.14229249,210.7374021,Secretary of the maslikhat,-21.800943,22.593552,kk,245.0,245.0,245.0,91.0
1395,алтын орданың,алтын орда,adj-noun,amod-root,18,220,92,,,,0.115384615,202.048116,Golden Horde,17.819109,33.064163,kk,246.0,246.0,246.0,68.0
1396,гүлшара әбдіқалықованың,гүлшара әбдіқалық,propn-propn,appos-flat:name,18,22,23,,,,0.8,372.6163053,Gulshara Abdykalikova,-13.842755,34.612206,kk,247.0,247.0,247.0,32.0
1397,соғыс ардагерінің,соғыс ардагер,noun-noun,nmod:poss-nsubj,18,264,86,,,,0.102857143,197.9437883,War veteran,33.712593,19.750536,kk,248.0,248.0,248.0,33.0
1398,әбішұлы назарбаевтың,әбішұлы назарбаев,propn-propn,flat:name-flat:name,18,26,377,,,,0.089330025,240.8407272,Abishuly Nazarbayev,-20.347944,32.25453,kk,249.0,249.0,249.0,117.0
1399,латын әліпбиінің,лат әліпби,noun-noun,nmod:poss-obl,18,67,66,,,,0.270676692,262.2470856,Latin alphabet,-17.439102,-7.2612534,kk,250.0,250.0,250.0,15.0
1400,ресми сапармен,ресми сапар,adj-noun,amod-obl,18,352,196,,,,0.065693431,155.3747687,on an official visit,-21.008673,-8.483282,kk,251.0,251.0,251.0,15.0
1401,еуропалық одақ,еуропалық одақ,adj-noun,amod-nmod:poss,18,61,210,,,,0.132841328,220.7226598,European Union,15.803577,-24.186539,kk,252.0,252.0,252.0,113.0
1402,ауа температурасы,ауа температура,noun-noun,nmod:poss-nsubj,18,163,86,,,,0.144578313,216.0929795,Air temperature,36.069942,-10.949398,kk,253.0,253.0,253.0,8.0
1403,филиалының төрағасы,филиал төраға,noun-noun,nmod:poss-nmod:poss,18,156,337,,,,0.073022312,165.6151259,Chairman of the branch,-23.725246,-33.528057,kk,254.0,254.0,254.0,43.0
1404,құрмет грамотасымен,құрмет грамота,noun-noun,nmod:poss-obl,18,166,25,,,,0.188481675,273.9668272,with a diploma,33.12395,21.423985,kk,255.0,255.0,255.0,33.0
1405,ұлы жеңістің,ұлы жеңіс,adj-noun,amod-obl,17,293,211,,,,0.067460317,148.4407012,of the great victory,9.589662,9.358395,kk,256.0,256.0,256.0,9.0
1406,солтүстік корея,солтүстік корея,adj-propn,amod-nsubj,17,182,76,,,,0.131782946,202.5758099,north korea,-25.043877,4.0225816,kk,257.0,257.0,257.0,48.0
1407,полиция инспекторы,полиция инспектор,noun-noun,nmod:poss-root,17,481,47,,,,0.064393939,187.7924128,police inspectors,-21.978811,14.326522,kk,259.0,259.0,259.0,52.0
1408,әдебиет порталы,әдебиет портал,noun-noun,nmod:poss-nsubj,17,244,277,,,,0.065259117,145.288885,Literature portal,-19.528297,-11.525289,kk,260.0,260.0,260.0,15.0
1409,қылмыстық жауапкершілікке,қылмыстық жауапкершілік,adj-noun,amod-obl,17,226,183,,,,0.083129584,162.585388,to criminal liability,8.248528,-20.878819,kk,261.0,261.0,261.0,76.0
1410,бәсекеге қабілеттілігін,бәсеке қабілеттілік,noun-noun,nmod-obj,17,86,35,,,,0.280991736,262.308728,competitiveness,10.209717,-17.502409,kk,262.0,262.0,262.0,20.0
1411,ұялы телефон,ұял телефон,noun-noun,compound-appos,17,37,166,,,,0.167487685,235.5929825,Mobile phone,-7.388148,1.3883173,kk,263.0,263.0,263.0,42.0
1412,учаскелік полиция,учаскелік полиция,adj-noun,amod-nmod:poss,17,33,481,,,,0.06614786,203.5697758,precinct police,-0.42383257,-28.468182,kk,265.0,265.0,265.0,40.0
1413,асхат аймағамбетов,асхат аймағамбетов,propn-propn,appos-flat:name,17,32,29,,,,0.557377049,312.7368128,Askhat Aimagambetov,-13.923418,40.21215,kk,266.0,266.0,266.0,103.0
1414,ералы тоғжанов,ералы тоғжанов,propn-propn,nsubj-flat:name,17,19,21,,,,0.85,363.0716464,Yeraly Tugzhanov,-10.348746,42.56054,kk,267.0,267.0,267.0,47.0
1415,бағдарламалық жасақтаманы,бағдарламалық жасақтама,adj-noun,amod-obj,16,52,20,,,,0.444444444,290.7276828,Software,-1.413396,-14.638288,kk,268.0,268.0,268.0,65.0
1416,азия чемпионаты,азия чемпионат,propn-noun,nmod:poss-obl,16,214,129,,,,0.093294461,164.5182776,Asia Championships,2.0584755,-46.96624,kk,269.0,269.0,269.0,73.0
1417,қалалық филиалының,қалалық филиал,adj-noun,amod-obl,16,338,156,,,,0.064777328,143.0441469,City branch,-24.694609,-29.863516,kk,270.0,270.0,270.0,10.0
1418,каспий теңізіне,каспий теңіз,propn-noun,nmod:poss-nsubj,16,45,144,,,,0.169312169,215.9095424,to the Caspian Sea,34.007114,-15.849743,kk,271.0,271.0,271.0,21.0
1419,кәмелетке толмағандардың,кәмелет толмаған,noun-noun,nmod-acl,16,51,19,,,,0.457142857,294.9136362,of minors,-2.8113246,15.803423,kk,272.0,272.0,272.0,118.0
1420,біріккен ұлттар,біріккен ұлттар,propn-propn,nmod:poss-nmod:poss,16,43,26,,,,0.463768116,283.5256139,united nations,-11.787503,-3.8942783,kk,275.0,275.0,275.0,62.0
1421,сақтандыру қорына,сақтандыру қор,noun-noun,nmod:poss-root,16,90,300,,,,0.082051282,165.8242345,Insurance fund,7.5780096,-8.176139,kk,276.0,276.0,276.0,63.0
1422,абай құнанбаевтың,абай құнанбаев,propn-propn,nsubj-flat:name,16,347,20,,,,0.08719346,225.2179042,Abay Kunanbayev,-19.420353,32.26495,kk,277.0,277.0,277.0,117.0
1423,сенат депутаттары,сенат депутат,noun-noun,nmod:poss-obj,16,62,266,,,,0.097560976,183.1948467,Deputies of the Senate,-30.596539,-38.035995,kk,278.0,278.0,278.0,71.0
1424,зияткерлік меншік,зияткерлік меншік,adj-noun,amod-nmod:poss,16,62,95,,,,0.203821656,217.9987707,intellectual property,14.756072,-12.388825,kk,280.0,280.0,280.0,20.0
1425,мұнай өндіру,мұнай өндір,noun-verb,obj-root,15,204,217,,,,0.071258907,137.2801238,oil production,16.930084,-33.26168,kk,282.0,282.0,282.0,35.0
1426,мұнай газдың,мұнай газ,noun-noun,nmod:poss-nsubj,15,204,182,,,,0.077720207,142.7485856,oil gas,28.456348,-26.213924,kk,283.0,283.0,283.0,17.0
1427,коронавирус індетінен,коронавирус індет,noun-noun,nmod:poss-nmod:poss,15,226,85,,,,0.096463023,163.9040533,from the coronavirus epidemic,13.822413,-1.2384235,kk,284.0,284.0,284.0,83.0
1428,кәсіпкерлік субъектілері,кәсіпкерлік субъект,noun-noun,nmod:poss-nmod:poss,15,166,71,,,,0.126582278,179.5230296,Business entities,1.8489014,-30.571587,kk,285.0,285.0,285.0,41.0
1429,димаш құдайберген,димаш құдайбер,propn-propn,nsubj-flat:name,15,35,20,,,,0.545454545,283.1424724,Dimash Kudaibergen,8.492096,15.350475,kk,286.0,286.0,286.0,6.0
1430,ким чен,ким чен,propn-propn,appos-flat:name,15,25,15,,,,0.75,319.788585,Kim Chen,10.186225,36.25794,kk,287.0,287.0,287.0,46.0
1431,құрама командасы,құрама команда,noun-noun,acl:relcl-nmod:poss,15,146,161,,,,0.09771987,157.0646874,The national team,0.45693287,-48.688686,kk,288.0,288.0,288.0,73.0
1432,вакцина салдыруды,вакцина салдыр,noun-verb,obj-root,15,174,37,,,,0.142180095,201.2901102,vaccine to build,10.814178,-3.1139536,kk,289.0,289.0,289.0,83.0
1433,алаш қозғалысының,алаш қозғалыс,noun-noun,nmod:poss-nmod:poss,15,119,235,,,,0.084745763,151.7784461,Alash movement,9.75156,-33.85331,kk,290.0,290.0,290.0,18.0
1434,табиғи газды,табиғи газ,adj-noun,amod-obj,15,171,182,,,,0.084985836,148.2520314,natural gas,29.817059,-25.505148,kk,291.0,291.0,291.0,17.0
1435,зиялы қауым,зиялы қауым,adj-noun,amod-nmod:poss,15,30,78,,,,0.277777778,235.4828611,intelligent community,3.5112753,-1.8801719,kk,292.0,292.0,292.0,92.0
1436,түркі академиясының,түркі академия,propn-noun,nmod:poss-nmod:poss,15,104,139,,,,0.12345679,172.5428105,The Turkic Academy,-14.811356,-40.12588,kk,293.0,293.0,293.0,86.0
1437,қожа ахмет,қожа ахмет,propn-propn,nsubj-flat:name,15,29,50,,,,0.379746835,252.1860492,Hodja Ahmed,-13.426178,23.251987,kk,294.0,294.0,294.0,91.0
1438,эпидемиологиялық бақылау,эпидемиологиялық бақылау,adj-noun,amod-nmod:poss,15,87,220,,,,0.09771987,163.972972,Epidemiological control,6.9331403,-10.956689,kk,295.0,295.0,295.0,63.0
1439,этномәдени бірлестіктерінің,этномәдени бірлестік,adj-noun,amod-nmod:poss,15,23,106,,,,0.23255814,237.289871,Ethnocultural associations,-5.837562,-28.201942,kk,296.0,296.0,296.0,40.0
1440,азық-түлік тауардың,азық-түлік тауар,noun-noun,nmod:poss-nmod:poss,15,145,272,,,,0.071942446,140.9897494,Food goods,24.062704,-28.599516,kk,297.0,297.0,297.0,17.0
1441,қасым-жомарт кемелұлы,қасым-жомарт кемелұлы,propn-propn,appos-flat:name,15,188,17,,,,0.146341463,236.5031881,Kassym-Zhomart Kemelovich,-7.623577,23.8471,kk,298.0,298.0,298.0,82.0
1442,қайрат нұртастың,қайрат нұртас,propn-propn,nsubj-flat:name,15,102,18,,,,0.25,252.034753,Kairat Nurtas,3.7602398,11.521629,kk,300.0,300.0,300.0,102.0
1443,жеңіл өнеркәсіптің,жеңіл өнеркәсіп,adj-noun,amod-nmod:poss,14,132,59,,,,0.146596859,177.8823741,Light industry,17.451357,-29.704863,kk,302.0,302.0,302.0,35.0
1444,хабар 24-тің,хабар 24,noun-num,appos-root,14,166,179,,,,0.08115942,137.622727,Message 24,-24.5297,-11.612815,kk,303.0,303.0,303.0,7.0
1445,төле би,төле би,propn-noun,nmod:poss-appos,14,200,101,,,,0.093023256,149.104925,pay bi,3.1938632,36.58222,kk,304.0,304.0,304.0,96.0
1446,дене тәрбиесі,дене тәрбие,noun-noun,nmod:poss-nmod:poss,14,213,241,,,,0.061674009,121.8008552,Physical education,-12.337054,-14.881338,kk,305.0,305.0,305.0,1.0
1447,әділет департаментінде,әділет департамент,noun-noun,nmod:poss-nmod:poss,14,72,336,,,,0.068627451,144.5313214,In the Department of Justice,-14.58812,-35.077084,kk,307.0,307.0,307.0,70.0
1448,шиелі аудандық,шиелі аудандық,propn-adj,nmod:poss-amod,14,18,382,,,,0.07,192.6843369,Shieli district,-24.674835,-27.108702,kk,308.0,308.0,308.0,10.0
1449,аға оқытушының,аға оқытушы,noun-noun,nmod:poss-nsubj,14,152,113,,,,0.105660377,153.739877,Senior teacher,-14.737903,-19.808352,kk,309.0,309.0,309.0,1.0
1450,эпидемиологиялық ахуал,эпидемиологиялық ахуал,adj-noun,amod-obj,13,87,94,,,,0.143646409,161.1235484,Epidemiological situation,6.1025443,-11.243708,kk,311.0,311.0,311.0,63.0
1451,музыкалық аспаптар,музыкалық аспап,adj-noun,amod-nsubj,13,57,49,,,,0.245283019,192.132178,Musical instruments,4.4901357,-9.643246,kk,312.0,312.0,312.0,63.0
1452,коронавирус пандемиясында,коронавирус пандемия,noun-noun,nmod:poss-nsubj,13,226,108,,,,0.077844311,131.1929665,In CoronAofirus Pandemic,14.553423,-2.474031,kk,313.0,313.0,313.0,83.0
1453,лауазымды тұлғалар,лауазымды тұлға,adj-noun,amod-nsubj,13,32,241,,,,0.095238095,165.615046,Officials,-0.10080499,-6.800532,kk,314.0,314.0,314.0,108.0
1454,нарықтық экономика,нарықтық экономика,adj-noun,amod-nsubj,13,35,396,,,,0.060324826,149.4815779,Market economy,11.653636,-25.391018,kk,315.0,315.0,315.0,76.0
1455,әлихан бөкейханның,әлихан бөкейхан,propn-propn,appos-flat:name,13,38,13,,,,0.509803922,261.2105303,Alikhan Bokeikhan,-12.45441,33.894993,kk,316.0,316.0,316.0,32.0
1456,мас күйінде,мас күй,noun-noun,compound-nmod,13,51,206,,,,0.101167315,155.1560633,intoxicated,-3.3628345,2.474837,kk,318.0,318.0,318.0,42.0
1457,бауыржан байбек,бауыржан байбек,propn-propn,nsubj-flat:name,13,70,15,,,,0.305882353,231.0618797,Baurzhan Baibek,-2.2439284,34.356647,kk,319.0,319.0,319.0,96.0
1458,діни экстремизм,діни экстремизм,adj-noun,amod-nmod:poss,13,206,27,,,,0.111587983,175.6513054,religious extremism,-8.015646,-8.454818,kk,320.0,320.0,320.0,62.0
1459,ашық аспан,ашық аспан,adj-noun,amod-nmod:poss,13,295,64,,,,0.072423398,138.8811438,open skies,6.4740434,21.617762,kk,322.0,322.0,322.0,6.0
1460,бөлмелі пәтерді,бөлмел пәтер,noun-noun,nmod:poss-nmod,13,21,185,,,,0.126213592,188.0233512,a floor apartment,-2.9105573,-23.9895,kk,323.0,323.0,323.0,40.0
1461,базалық зейнетақының,базалық зейнетақ,adj-noun,amod-nmod:poss,13,41,130,,,,0.152046784,174.3013368,Basic pension,-5.0609627,-17.63963,kk,324.0,324.0,324.0,65.0
1462,қан қысымының,қан қысым,noun-noun,nmod:poss-nsubj,13,211,51,,,,0.099236641,154.5127704,blood pressure,36.041718,-9.160049,kk,325.0,325.0,325.0,8.0
1463,сауаттылығын арттыру,сауаттылық арттыр,noun-verb,obj-csubj,13,39,350,,,,0.066838046,149.282157,to increase literacy,7.8691173,-14.194743,kk,326.0,326.0,326.0,37.0
1464,жылжымайтын мүлікті,жылжымайтын мүлік,adj-noun,amod-nmod:poss,13,13,119,,,,0.196969697,227.9409837,real estate,17.603895,-13.534532,kk,327.0,327.0,327.0,20.0
1465,электр станциясының,электр станция,noun-noun,nmod:poss-root,13,145,77,,,,0.117117117,152.6333074,Power station,8.015699,-38.37547,kk,328.0,328.0,328.0,80.0
1466,қан айналымы,қан айналым,noun-noun,nmod:poss-obj,13,211,105,,,,0.082278481,133.8094987,blood circulation,3.3468804,1.7106062,kk,330.0,330.0,330.0,92.0
1467,елорда әкімдігінің,елор әкімдік,noun-noun,nmod:poss-nmod:poss,13,49,359,,,,0.06372549,141.5716304,Akimat of the capital,-27.461596,-25.133898,kk,331.0,331.0,331.0,10.0
1468,төменгі күнкөріс,төменгі күнкөріс,adj-noun,amod-nmod:poss,13,94,17,,,,0.234234234,215.9353136,Low-living subsistence,18.825474,11.491843,kk,332.0,332.0,332.0,26.0
1469,үйлену тойы,үйлену той,noun-noun,nmod:poss-obj,13,19,106,,,,0.208,207.4403671,wedding,12.07603,30.256052,kk,333.0,333.0,333.0,68.0
1470,діни ағымдар,діни ағым,adj-noun,amod-nmod:poss,13,206,222,,,,0.060747664,114.1441779,Religious movements,-5.4644623,-6.213586,kk,334.0,334.0,334.0,62.0
1471,махамбет досмұхамбетов,махамбет досмұхамбетов,propn-propn,flat:name-flat:name,13,49,15,,,,0.40625,241.558227,Makhambet Dosmukhambetov,-14.904974,39.236355,kk,335.0,335.0,335.0,103.0
1472,берік уәли,берік уәли,propn-propn,appos-flat:name,12,92,15,,,,0.224299065,201.8483452,Berik walley,-10.941834,34.88539,kk,336.0,336.0,336.0,32.0
1473,қадір түннің,қадір түн,x-noun,dep-obl,12,33,149,,,,0.131868132,161.3895406,dignity of night,6.85328,12.6340475,kk,337.0,337.0,337.0,102.0
1474,магнит өрісінің,магнит өріс,noun-noun,nmod:poss-nsubj,12,18,54,,,,0.333333333,207.9847486,The magnetic field,34.41702,-8.275034,kk,338.0,338.0,338.0,8.0
1475,өмірзақ шөкеев,өмірзақ шөкеев,propn-propn,nsubj-flat:name,12,19,14,,,,0.727272727,251.6154321,Umirzak Shukeyev,-8.875202,37.931484,kk,339.0,339.0,339.0,47.0
1476,заңнамалық актілеріне,заңнамалық акті,adj-noun,amod-nmod,12,31,44,,,,0.32,195.1639185,legislation to legislative acts,-0.32333252,-23.248636,kk,341.0,341.0,341.0,23.0
1477,дәрілік заттардың,дәрілік зат,adj-noun,amod-nmod:poss,12,35,301,,,,0.071428571,142.2733896,of medicines,24.955671,-25.1626,kk,342.0,342.0,342.0,17.0
1478,cтратегия казахстан,cтратегия казахстан,noun-propn,nmod:poss-flat:name,12,12,33,,,,0.533333333,244.8450327,Crateetgy Kazakhstan,5.8648825,39.453037,kk,343.0,343.0,343.0,46.0
1479,сапасын жақсарту,сапа жақсар,noun-verb,nsubj-root,12,279,119,,,,0.060301508,111.3901307,improve the quality,7.9379697,-13.881725,kk,344.0,344.0,344.0,37.0
1480,инфекциялық стационарда,инфекциялық стационар,adj-noun,amod-obl,12,29,46,,,,0.32,195.9675536,In an infectious hospital,17.61395,-2.6379883,kk,345.0,345.0,345.0,83.0
1481,ауыз әдебиетке,ауыз әдебиет,noun-noun,nmod:poss-nmod:poss,12,152,244,,,,0.060606061,108.5406298,to the oral literature,-10.48764,-12.592961,kk,346.0,346.0,346.0,1.0
1482,екіжақты ынтымақтастық,екіжақты ынтымақтастық,adj-noun,amod-nmod:poss,12,44,200,,,,0.098360656,145.7726649,bilateral cooperation,10.14318,-14.798557,kk,347.0,347.0,347.0,20.0
1483,алла елшісі,алла елші,propn-noun,nmod:poss-nsubj,12,145,74,,,,0.109589041,139.7483168,The Ambassador of Allah,-20.282557,7.427523,kk,348.0,348.0,348.0,36.0
1484,ақорданың баспасөз,ақорда баспасөз,propn-noun,nmod:poss-nmod:poss,12,29,345,,,,0.064171123,144.6013871,Press of Akorda,-8.331038,15.7386265,kk,349.0,349.0,349.0,57.0
1485,ұялы телефон,ұялы телефон,adj-noun,amod-nmod:poss,12,26,166,,,,0.125,166.0623656,Mobile phone,-7.694253,1.2877067,kk,351.0,351.0,351.0,42.0
1486,ак жайык,ак жайык,propn-propn,appos-flat:name,12,18,12,,,,0.8,265.1923197,white,7.8391223,22.59164,kk,352.0,352.0,352.0,6.0
1487,зейнетақы мөлшері,зейнетақ мөлшер,noun-noun,nmod:poss-nsubj,12,130,236,,,,0.06557377,113.2670502,The amount of pension,16.366978,-18.923422,kk,355.0,355.0,355.0,19.0
1488,салық төлеушілері,салық төлеуші,noun-noun,nmod:poss-obl,12,201,17,,,,0.110091743,176.6018923,Taxpayers,15.516904,-20.54089,kk,356.0,356.0,356.0,76.0
1489,пайдалы қазбалардың,пайдалы қазба,adj-noun,amod-obl,12,95,34,,,,0.186046512,171.8916935,Minerals,2.3764887,-7.4979086,kk,357.0,357.0,357.0,108.0
1490,ядролық қару,ядролық қару,adj-noun,amod-nmod,12,47,86,,,,0.180451128,165.2039157,nuclear weapons,27.598969,-3.13085,kk,358.0,358.0,358.0,2.0
1491,ауыр атлетика,ауыр атлетика,adj-noun,amod-nmod:poss,12,336,19,,,,0.067605634,159.5657953,weightlifting,-38.972282,-5.9914427,kk,359.0,359.0,359.0,22.0
1492,жасанды интеллект,жасанды интеллект,adj-noun,amod-nsubj,12,51,16,,,,0.358208955,214.461891,Itean intelligence,9.822446,-5.731103,kk,360.0,360.0,360.0,63.0
1493,діни бірлестік,діни бірлестік,adj-noun,amod-nmod:poss,12,206,106,,,,0.076923077,121.7672114,Religious association,-11.082675,-8.425478,kk,361.0,361.0,361.0,62.0
1494,мұз айдыны,мұз айдын,noun-noun,nmod:poss-nsubj,11,54,28,,,,0.268292683,173.9003448,ice rink,-8.095474,20.172077,kk,362.0,362.0,362.0,82.0
1495,алтын белгі,алтын белік,adj-noun,amod-nmod:poss,11,220,45,,,,0.083018868,128.6317693,golden sign,19.19495,33.42034,kk,363.0,363.0,363.0,68.0
1496,премьер-министрі бақытжан,премьер-министр бақытжан,noun-propn,nsubj-appos,11,140,40,,,,0.122222222,141.8944771,Prime Minister Bakytzhan,-15.803876,20.091373,kk,364.0,364.0,364.0,52.0
1497,дене жарақатын,дене жарақат,noun-noun,obl-obj,11,213,107,,,,0.06875,108.5725058,bodily injury,8.178015,6.7733893,kk,366.0,366.0,366.0,9.0
1498,кемелұлы тоқаевтың,кемелұлы тоқаев,propn-propn,flat:name-flat:name,11,17,247,,,,0.083333333,153.9861432,Kemelovich Tokayev,-19.644758,34.543617,kk,367.0,367.0,367.0,117.0
1499,кафедрасының меңгерушісі,кафедра меңгеруші,noun-noun,nmod:poss-nsubj,11,75,73,,,,0.148648649,141.6019852,Head of the department,-19.619568,-37.115135,kk,369.0,369.0,369.0,43.0
1500,жыныстық қатынастан,жыныстық қатынас,adj-noun,amod-obl,11,43,153,,,,0.112244898,138.0169473,of sex,7.9808726,-23.55792,kk,371.0,371.0,371.0,76.0
1501,анимациялық фильмі,анимациялық фильм,adj-noun,amod-nsubj,11,13,182,,,,0.112820513,171.7949404,Animation film,27.596937,-4.6039114,kk,372.0,372.0,372.0,2.0
1502,қылмыстық істі,қылмыстық іст,adj-noun,amod-obj,11,226,53,,,,0.078853047,123.9504514,criminal case,7.5970726,-21.404947,kk,373.0,373.0,373.0,76.0
1503,бейнебақылау камераларын,бейнебақылау камера,noun-noun,nmod:poss-obj,11,18,59,,,,0.285714286,185.1957535,Video surveillance cameras,-4.548622,-15.505375,kk,374.0,374.0,374.0,65.0
1504,наразылық акциялары,наразылық акция,noun-noun,compound-obl,11,64,206,,,,0.081481481,121.4469853,protests,3.2751727,-13.4809475,kk,375.0,375.0,375.0,37.0
1505,бірыңғай тестілеу,бірыңғай тестілеу,adj-noun,amod-nmod:poss,11,83,42,,,,0.176,152.7811098,Unified testing,10.887003,4.6688604,kk,376.0,376.0,376.0,9.0
1506,өзіндік құнына,өзіндік құн,adj-noun,amod-root,11,84,210,,,,0.074829932,114.5398643,to the cost,7.193236,-0.81631017,kk,377.0,377.0,377.0,92.0
1507,абай құнанбайұлының,абай құнанбайұл,propn-propn,appos-appos,11,347,11,,,,0.061452514,168.4331911,Abay Kunanbayevich,-8.149589,25.934137,kk,378.0,378.0,378.0,82.0
1508,зейнетақ төлем,зейнетақ төлем,noun-noun,nmod:poss-nsubj,11,130,198,,,,0.067073171,105.7345799,Pension payments,15.738039,-18.996904,kk,379.0,379.0,379.0,19.0
